Source,Target,Weight
amchur,asafoetida,0.35853249992270364
prepared horseradish,worcestershire sauce,0.26545719619470887
firmly packed light brown sugar,vanilla extract,0.2735496534554696
garlic paste,ground turmeric,0.3393372014365558
chickpea flour,dried red chile peppers,0.2746716522288952
cardamom,clove,0.3705254168124342
margarine,vegetable oil cooking spray,0.3064933080126365
gochujang base,pork belly,0.28990373424533794
lettuce,rice vermicelli,0.29261965400712386
chipotles in adobo,guajillo chiles,0.272080374686374
condensed cream of chicken soup,mexican cheese,0.2535102493784625
cardamom,grated coconut,0.2721038798445698
kidney beans,tomatoes with juice,0.251373037895267
salsa,tortilla chips,0.2880860786103571
fresh tarragon,white wine vinegar,0.2941488808253216
jicama,seedless cucumber,0.2504657931724329
preserved lemon,turnips,0.27937486563665026
fresh ginger root,lemon grass,0.2904703276958966
masala,tomato purée,0.2619972596120224
chunky salsa,tortilla chips,0.2502290527331332
shiitake mushroom caps,short-grain rice,0.2964160183771347
bottled clam juice,jumbo shrimp,0.31074970965126053
cornflour,dark soy sauce,0.27943506101948834
seaweed,short-grain rice,0.266086149355307
fenugreek seeds,fresh ginger root,0.25120665078071186
garam masala,ginger paste,0.34121999223707267
garlic paste,masala,0.2699880931361268
fish sauce,lemon grass,0.3359563346392618
lamb,lentils,0.3001783227921595
lime rind,lime slices,0.2950755261779372
english cucumber,lower sodium soy sauce,0.2695547184575491
shredded lettuce,taco sauce,0.32727732516011376
cheese tortellini,italian sausage,0.2968123211808059
cream,kasuri methi,0.35287112996295666
pure vanilla extract,unsalted butter,0.26049696326197047
1% low-fat milk,cooking spray,0.31003088813466173
dark soy sauce,ground white pepper,0.25059971396711106
kidney beans,pinto beans,0.30111250734082357
beansprouts,fish sauce,0.31749823056530785
egg substitute,seasoned bread crumbs,0.2530158334101639
ground nutmeg,molasses,0.2562327282296617
mexican cheese,nonstick spray,0.2688410541634837
almond extract,pure vanilla extract,0.28721019589145924
coriander,masala,0.25376088138815917
hominy,poblano chiles,0.26174442094851896
chopped fresh sage,sage,0.25745336853550094
amchur,curds,0.29436356437888306
chopped fresh sage,wild mushrooms,0.26310153222848703
fresh coriander,green chilies,0.2637097767693848
corn starch,soy sauce,0.26253307817369576
refried beans,shredded cheddar cheese,0.31249003211713616
italian sausage,pasta sauce,0.2977242466641605
sweet pepper,tomato ketchup,0.2524698053795447
chees fresh mozzarella,prosciutto,0.28445415347319125
andouille sausage,long grain white rice,0.2553595490472986
red food coloring,vanilla extract,0.25612909537736667
nori,short-grain rice,0.34941396003441044
baking potatoes,reduced fat milk,0.27335139728340585
chinese rice wine,minced ginger,0.269661159896062
coconut,coconut oil,0.2847436009681229
cashew nuts,garlic paste,0.3166376719771396
leg of lamb,saffron threads,0.2630386572447639
corn flour,paneer,0.295160666309979
lump crab meat,okra,0.26408905550258166
coconut milk,galangal,0.3418344395860303
bananas,vanilla extract,0.26211133222453925
sliced black olives,taco sauce,0.29211197882586665
cake flour,cream of tartar,0.34773346441297087
apple cider vinegar,chipotles in adobo,0.2550636669631346
ginger paste,paneer,0.32471406276396086
pecans,semi-sweet chocolate morsels,0.2852240437013495
smoked salmon,sushi rice,0.3720847754590331
flour tortillas,shredded cheese,0.253788714098641
paneer,yoghurt,0.3288026245428982
prepared horseradish,small red potato,0.2688327988498035
scallions,sesame oil,0.2600258379557318
semi-sweet chocolate morsels,shortening,0.27777662416932525
fresh coriander,garam masala,0.27326256107207036
celery ribs,thyme sprigs,0.254920924526795
dark sesame oil,sambal ulek,0.2897915411242928
bok choy,low sodium soy sauce,0.28215592461235767
cardamom pods,ghee,0.2989141343774113
pecans,pie crust,0.3202498395457877
taco seasoning,taco shells,0.3134058913245283
cottage cheese,frozen chopped spinach,0.2773760155835222
condensed cream of chicken soup,condensed cream of mushroom soup,0.4893540589038901
ground coriander,red lentils,0.2542115299613702
salsa,shredded cheddar cheese,0.30303602129113083
ground allspice,ground cinnamon,0.3160257173879927
fish stock,littleneck clams,0.26362834896338705
chinese five-spice powder,pork butt,0.2675111453099939
cream,garlic paste,0.28975901528760645
mint sprigs,tea bags,0.350006314224377
beets,turnips,0.2614702031149388
"cream cheese, soften",powdered sugar,0.28247166321453476
anchovy paste,red wine vinegar,0.2572480313193717
lower sodium chicken broth,smoked ham hocks,0.250433405465372
ginger paste,poppy seeds,0.26759692354536946
chorizo sausage,littleneck clams,0.26033796095476947
red curry paste,thai basil,0.2613055447640204
goat cheese,roasted red peppers,0.25238836914213786
cake flour,light corn syrup,0.2621884052043713
scallions,shaoxing wine,0.2599303488620403
chunky salsa,taco seasoning,0.271996750108771
fresh ginger root,spring onions,0.25264437803414025
bittersweet chocolate,confectioners sugar,0.30943940143391974
shiitake,white miso,0.25505852880050334
oyster sauce,water chestnuts,0.29858994323529436
cumin seed,tumeric,0.30501788606826813
asparagus,sugar pea,0.2536609863563167
instant espresso powder,semi-sweet chocolate morsels,0.2828821727149352
queso fresco,skirt steak,0.2517326332047135
fresh curry leaves,urad dal,0.33293118947392747
ranch dressing,taco seasoning mix,0.3341981393329312
masa harina,salsa verde,0.25234951586219484
sesame oil,soy sauce,0.34441594324682673
corn tortillas,enchilada sauce,0.31241325537320697
baby carrots,turnips,0.30916062881833467
baking powder,low-fat buttermilk,0.2573830759222167
savoy cabbage,smoked ham hocks,0.26863174667629874
carrots,turnips,0.2517579391534223
cream style corn,egg substitute,0.31448726761476703
fruit,seeds,0.2861947735718728
buttermilk,red food coloring,0.2658671726672816
boneless chicken thighs,sweet paprika,0.25253893729122856
chinese rice wine,napa cabbage,0.2590131758701194
red chili peppers,szechwan peppercorns,0.2738048816524745
feta cheese crumbles,fresh dill,0.2516908329688295
garam masala,tumeric,0.3468262902529817
fresh curry leaves,ghee,0.26327077201832355
mozzarella cheese,salami,0.2993716191944261
pepper flakes,sesame seeds,0.2562380118606533
gari,sushi rice,0.4824823626160154
button mushrooms,frozen pastry puff sheets,0.2509256824318126
bourbon whiskey,chopped pecans,0.32853819274637086
dried shiitake mushrooms,miso paste,0.3009112275845575
bok choy,snow peas,0.28373750927267355
miso paste,nori,0.2805530567129702
galangal,kaffir lime leaves,0.5110905478320715
instant espresso powder,vanilla beans,0.25250872581616823
chipotles in adobo,chuck roast,0.30349286900584743
dashi,nori,0.31861957135779584
lettuce leaves,rice vermicelli,0.27802817905552424
asiago,fat free less sodium chicken broth,0.25276547606896277
japanese eggplants,yellow squash,0.26312540274668017
lasagna noodles,shredded mozzarella cheese,0.37738025077806825
mung bean sprouts,roasted peanuts,0.2713917829116577
green chilies,mustard seeds,0.31433568782639687
bottled clam juice,halibut fillets,0.2706454327718259
rice noodles,sriracha,0.2701604915177837
mussels,sea scallops,0.3100193620096257
clam juice,lump crab meat,0.2875171610787219
fat skimmed chicken broth,italian turkey sausage,0.25357789926314417
swiss cheese,white bread,0.25204458858488876
mascarpone,raspberries,0.2940937031216901
cake flour,red food coloring,0.3159304531685399
chuck,shrimp paste,0.26182007384329403
dry roasted peanuts,reduced sodium soy sauce,0.2535387612869259
1% low-fat milk,fresh parmesan cheese,0.2957458526623811
brown mustard seeds,cauliflower,0.2753579521004079
celery seed,cider vinegar,0.3070574590398662
cardamom pods,whole cloves,0.263234665488329
smoked ham hocks,thick-cut bacon,0.2673475831379899
dark rum,lime rind,0.28286001144199496
littleneck clams,spanish chorizo,0.31192397322324755
taco seasoning mix,"whole kernel corn, drain",0.2578188109240705
clove,ground turmeric,0.2752407091774476
bottled clam juice,saffron threads,0.28177245928900707
shredded cheese,taco seasoning,0.30794121065757474
queso fresco,white onion,0.2730571134007066
extra firm tofu,soba noodles,0.31435474610553693
guacamole,pico de gallo,0.39360659225862865
chinese five-spice powder,pork belly,0.31665109246849316
chinese cabbage,thai fish sauce,0.2876858915689983
canned black beans,pepper jack,0.2592882117926788
lower sodium soy sauce,pork tenderloin,0.255250620844639
capsicum,curds,0.3076852945620864
chili paste,sushi rice,0.2547877099587411
roasted red peppers,sherry vinegar,0.25685951936055307
light corn syrup,pure vanilla extract,0.2856869057466156
gari,short-grain rice,0.38376965913602334
coriander powder,curry leaves,0.3202506737859997
confectioners sugar,vanilla extract,0.3118516345223281
beef stock,pearl onions,0.2694341252655082
beef brisket,small red potato,0.30862931642852137
chinese five-spice powder,dark soy sauce,0.29069576484938375
capsicum,masala,0.2678006101645659
cumin seed,mustard seeds,0.3552574267708964
english cucumber,greek yogurt,0.2612116813660441
ground cardamom,pistachios,0.3128527842694497
vanilla ice cream,vegetable oil spray,0.29405958698183843
ice cubes,orange liqueur,0.2712863668291503
black beans,shredded cheese,0.2843670885573336
escarole,rib,0.2659652517043293
bread crumbs,elbow macaroni,0.274616408693776
soba noodles,toasted sesame oil,0.29444354776340265
shredded cheddar cheese,taco sauce,0.30700278971816886
quickcooking grits,shredded sharp cheddar cheese,0.31724842490212946
seeds,semolina,0.2725256149682681
mustard greens,seasoning salt,0.2570237033595895
peppercorns,red chili powder,0.27223560815764286
arborio rice,dry white wine,0.3750925540104985
anchovies,salad,0.273788068656504
strawberries,whipping cream,0.2504223505326219
canned low sodium chicken broth,fettucine,0.27571471164012284
corn oil,steamed rice,0.2643046724121147
powdered sugar,semisweet chocolate,0.27490847074447666
curry leaves,green chilies,0.39667351894934605
yellow squash,zucchini,0.37528982038415065
curry,ginger paste,0.3393736855705174
asafoetida,green chilies,0.3430599557349037
amchur,whole wheat flour,0.3107314707292544
chicken meat,condensed cream of mushroom soup,0.27716987613560107
hominy,tomatillos,0.30874243602675217
cream,fenugreek leaves,0.3227155800652113
boiling water,sun-dried tomatoes,0.2546737367697725
cumin seed,green chilies,0.3229586568415305
lime wedges,rice noodles,0.2700148755643675
edamame,tahini,0.2740131056232706
mint leaves,rice vermicelli,0.29337095745125386
fresh basil leaves,pinenuts,0.2869168709791933
pizza sauce,salami,0.289022603884197
refried beans,taco seasoning mix,0.3551071084020389
fresh pineapple,mango,0.26181672404841416
soba noodles,tamari soy sauce,0.3311774127562708
green bell pepper,red bell pepper,0.2775949613085065
garlic chili sauce,hoisin sauce,0.26194044681597495
light brown sugar,pecans,0.28745032550475075
bird chile,skirt steak,0.2507904823361211
biscuits,instant espresso powder,0.3075758390495712
cream style corn,"whole kernel corn, drain",0.3031119509285104
clam juice,littleneck clams,0.4216125458432472
clove,green cardamom pods,0.346163182147661
pimentos,reduced fat sharp cheddar cheese,0.25253893729122856
green cardamom,paneer,0.2975022998495788
crème fraîche,smoked salmon,0.32651744500737717
cumin,smoked paprika,0.26478257045229775
shredded carrots,unsalted dry roast peanuts,0.3009454036499833
creamy peanut butter,dry roasted peanuts,0.2525182728091724
kaffir lime leaves,unsweetened coconut milk,0.2713389896124608
clove,fennel seeds,0.25994189197763856
rosemary sprigs,sage,0.29432498819823666
fresh mozzarella,rigatoni,0.2884783858082421
artichok heart marin,pizza doughs,0.26531847938411296
anchovy fillets,capers,0.37267726515054195
pecan halves,refrigerated piecrusts,0.2511062946071757
dried red chile peppers,mustard seeds,0.32037999298406344
mango chutney,sunflower oil,0.26963715094719637
mussels,spanish chorizo,0.3020037600885316
reduced fat sharp cheddar cheese,vegetable oil cooking spray,0.3205786428414626
anise seed,lard,0.28782143243046965
beansprouts,snow peas,0.2651081998400336
kasuri methi,tomato purée,0.3008763543596089
curry paste,lemon grass,0.28870432434106125
cauliflower,frozen peas,0.26349606762915606
cornflour,steak,0.25800792692101987
asafoetida,coriander powder,0.3272939776170116
italian parsley leaves,salami,0.25626963468702646
ground beef,taco sauce,0.2955647045246124
fresh dill,hard-boiled egg,0.26105909369922203
arugula,fresh mozzarella,0.26651114146997706
fat free less sodium chicken broth,sliced carrots,0.2552971012795031
beets,savoy cabbage,0.26702312791581456
garam masala,green cardamom pods,0.27513408464885125
lower sodium soy sauce,sambal ulek,0.31666973389519937
mint leaves,rice paper,0.31775852140397143
lemongrass,thai fish sauce,0.3035419204840564
chicken legs,pearl onions,0.25431125838882057
stock,tofu,0.25982036703875566
ricotta cheese,sweet italian sausage,0.2748642286713517
button mushrooms,galangal,0.2679977369621747
green cardamom,nutmeg,0.3168810241698331
chopped fresh sage,dried porcini mushrooms,0.2772028429246796
jalapeno chilies,tomatillos,0.2889017048797598
grated orange peel,semisweet chocolate,0.274111171371413
arborio rice,fat free less sodium chicken broth,0.28328535639469543
spices,sweet paprika,0.2570589124275258
fontina cheese,wild mushrooms,0.27332882102297834
mace,saffron,0.2687442100834812
clove,coriander powder,0.29783647835685356
lean ground beef,taco seasoning,0.2533975928142062
couscous,dried apricot,0.3956171765313011
bourbon whiskey,maple syrup,0.30243732572709714
oyster sauce,rice wine,0.26547165008134543
coriander powder,mustard seeds,0.271694543391243
crabmeat,oysters,0.28221336104504247
chile pepper,condensed cream of chicken soup,0.26365623985996695
cachaca,lime slices,0.26536382072449655
coffee,mascarpone,0.34415967557601607
coriander seeds,fennel seeds,0.31270559435135314
crimini mushrooms,pearl onions,0.27210449389342084
golden brown sugar,whipping cream,0.3067347713684231
fish fillets,malt vinegar,0.2585711453987777
black mustard seeds,cumin seed,0.3344195845330825
gochujang base,rice wine,0.2730077836955029
cider vinegar,molasses,0.25090771837024944
andouille sausage,creole seasoning,0.3595381157933952
chicken meat,condensed cream of chicken soup,0.26863174667629874
amchur,ginger paste,0.30609536232237955
dark rum,mascarpone,0.265988720385974
fresh parmesan cheese,part-skim ricotta cheese,0.3332277391695296
dark rum,ground allspice,0.2788200278832873
all-purpose flour,baking soda,0.2766456476811478
clove,yoghurt,0.2998418982147315
cardamom,fennel seeds,0.2671534776178858
light coconut milk,thai red curry paste,0.3554904009467899
jicama,navel oranges,0.30432152084812486
chuck,hamburger buns,0.2644119648639719
confectioners sugar,ground almonds,0.26881014388389535
chile pepper,fresh ginger root,0.25762424299819825
baking soda,buttermilk,0.4032571453342294
masala,red chili powder,0.35708604527953425
curry paste,unsweetened coconut milk,0.25361047896033634
catfish fillets,cornmeal,0.28311334897221424
asian fish sauce,dried shrimp,0.28112270476487816
corn tortillas,tomatillos,0.25006703515371415
sesame oil,water chestnuts,0.2512436958587382
light soy sauce,oyster sauce,0.30528766603480495
caraway seeds,parsnips,0.27029230533854903
marinade,salad oil,0.28544189824705285
dried porcini mushrooms,fresh rosemary,0.2532211947260447
anise seed,coriander seeds,0.27459619670983526
chicken wings,chinese five-spice powder,0.2834738077611132
peppercorns,star anise,0.2671887511009069
fat free milk,lime rind,0.2505833529447234
dry roasted peanuts,molasses,0.2559008949049105
hominy,roasted tomatoes,0.25064418913081404
fish sauce,galangal,0.3284599044623169
black mustard seeds,curry leaves,0.40184256303657667
seaweed,steamed rice,0.28141695414032813
lettuce leaves,rice paper,0.384142718649055
beef broth,chuck,0.26025766796873
coriander,sunflower oil,0.2528017623156398
ground beef,taco seasoning,0.3213629944958901
light coconut milk,unsalted dry roast peanuts,0.28286001144199496
chunky salsa,rotini,0.2537812350591646
chopped fresh mint,fat free yogurt,0.30132520827234904
curry,tumeric,0.2575790297036018
konbu,seaweed,0.2616303767705303
coarse sea salt,white beans,0.27302764955651926
crushed ice,orange liqueur,0.34292374048541
fish sauce,rice vermicelli,0.3201409470323849
italian turkey sausage,provolone cheese,0.2625504451352882
italian seasoning,ricotta cheese,0.26174038056710097
barbecue sauce,boneless pork shoulder,0.2542434403783779
sesame seeds,sushi rice,0.25032306281340666
black peppercorns,clove,0.3574001393504974
freshly grated parmesan,rib,0.2625664880054292
egg roll wrappers,shredded carrots,0.3180000221144866
cilantro sprigs,unsalted dry roast peanuts,0.2584008896828097
beef brisket,green cabbage,0.27480138062039805
granulated sugar,powdered sugar,0.2871311663294856
ground almonds,puff pastry,0.28934391040829177
refried beans,shredded monterey jack cheese,0.27153477180862834
pecorino romano cheese,sausage casings,0.26748806567542754
guacamole,rotisserie chicken,0.2600074798159691
light coconut milk,thai fish sauce,0.28137805635718505
sesame oil,white pepper,0.26992043261632626
fresh parmesan cheese,fusilli,0.2610477392569387
black peppercorns,green cardamom pods,0.31044906492545055
lower sodium soy sauce,peeled fresh ginger,0.3237168501714939
dried shiitake mushrooms,gari,0.26250727871820173
corn husks,pork loin,0.2578855640305418
cooking spray,part-skim mozzarella cheese,0.29686088456399157
rubbed sage,sage leaves,0.29455674357731615
egg roll wrappers,shredded cabbage,0.35883191343954135
cardamom,ghee,0.3645014585247009
coconut cream,thai green curry paste,0.29747581885203633
flour tortillas,mexican cheese blend,0.2911561013656089
palm sugar,thai chile,0.3462266597926247
coconut,mustard seeds,0.2997160652169729
green cardamom,mint leaves,0.3378357469981608
cider vinegar,guajillo chiles,0.25944259396083713
bamboo shoots,shiitake,0.2855183077854988
coconut oil,curry leaves,0.28001428359945946
ice cubes,lemon slices,0.26096850604234134
cinnamon sticks,coriander seeds,0.2941305209196003
brown mustard seeds,fresh curry leaves,0.42151472326012707
cardamom pods,pistachios,0.2943314222106776
flour tortillas,shredded lettuce,0.2829987832777035
mustard,prepared horseradish,0.2944117742982875
crushed ice,lime slices,0.3277109774836436
clove,red chili powder,0.3198014073032795
littleneck clams,sea scallops,0.2799138984903703
chillies,coriander,0.31357700515236864
coriander powder,kasuri methi,0.4481661319568165
beansprouts,egg noodles,0.2794410493387803
cajun seasoning,smoked sausage,0.30525230229520683
ginger,sesame oil,0.251205695662414
coriander,yoghurt,0.2768933637261977
hot water,masa harina,0.2537909746700063
chinese rice wine,light soy sauce,0.3022770147921694
chinese five-spice powder,shaoxing wine,0.3168186329216028
dried apricot,sliced almonds,0.26233587917585544
ginger,tumeric,0.26094405723640324
ground sirloin,iceberg lettuce,0.27035872640030617
apple juice,dried cranberries,0.28793259402954474
jicama,mango,0.2665773523475358
peanut oil,shaoxing wine,0.2693086800605119
cucumber,nori,0.2707690057694383
garam masala,green cardamom,0.29763346274683106
ice,rum,0.2656688563046398
raspberries,superfine sugar,0.26598566495669573
pasta sauce,rigatoni,0.2508719980879989
golden brown sugar,vegetable oil spray,0.2538947649637363
black peppercorns,fennel seeds,0.25874195020821084
fish,lobster,0.3129356947463238
chees fresh mozzarella,pizza doughs,0.2841861043178661
chopped green chilies,cooked chicken,0.2514195335063831
fresh tarragon,lobster,0.2525596075934459
bourbon whiskey,mint sprigs,0.25858051048530467
dry red wine,thick-cut bacon,0.2508094134251189
dashi,tofu,0.26542929459601233
clarified butter,grated coconut,0.26140340476926377
salmon fillets,smoked salmon,0.2639518467867207
shiitake,soba noodles,0.2703050462726683
cardamom pods,coriander seeds,0.33575506310142506
refried beans,salsa,0.3274485996815572
guacamole,lettuce,0.30391663622736115
black-eyed peas,smoked ham hocks,0.35052208300860044
anise,lard,0.25591905026838974
boneless chicken thighs,dried shiitake mushrooms,0.25823092893866006
paneer,tomato ketchup,0.3303895621259262
adobo sauce,chipotle chile,0.4379159346693343
chopped fresh sage,fresh rosemary,0.3194526782980008
baking powder,vanilla extract,0.25380146598523573
garlic paste,tomato ketchup,0.2567171643465381
dashi,shiitake,0.2912602489754637
all-purpose flour,buttermilk,0.2580584996458102
grated parmesan cheese,lasagna noodles,0.2921931984263263
lime slices,skirt steak,0.2999375624572357
masa harina,poblano chiles,0.2593225333329297
dried rosemary,dried thyme,0.2932959644353659
fresh lime juice,tequila,0.27121437360090045
frozen chopped spinach,lasagna noodles,0.3171862035121073
clove,kasuri methi,0.2987474056062715
napa cabbage,wonton wrappers,0.26245672624423655
chinese rice wine,peanut oil,0.3044569003759274
caster sugar,self rising flour,0.2997901116266021
curry,fenugreek leaves,0.25704498112485313
extra firm tofu,sriracha,0.2515131622094645
raspberries,whipping cream,0.2644448470789376
kalamata,preserved lemon,0.3059519824885249
non-fat sour cream,reduced fat sharp cheddar cheese,0.3361762754941927
chees fresh mozzarella,pesto,0.31733400859355715
dried basil,sweet italian sausage,0.25060261933941086
oyster sauce,white pepper,0.2995257724324657
halibut fillets,herbes de provence,0.3184917773235779
egg substitute,vegetable oil cooking spray,0.34687598456185736
capers,olives,0.2548498377129105
sake,white miso,0.331131408851245
garlic chili sauce,seasoned rice wine vinegar,0.3282537850634064
red chili peppers,spring onions,0.2811599825219401
chinese cabbage,peeled fresh ginger,0.2656530951505202
almonds,pistachios,0.2918754723225223
spring onions,tomato ketchup,0.25264005230628067
lamb,malt vinegar,0.2740131056232706
anise,prunes,0.2612524906881812
cucumber,rice vermicelli,0.26864244105823676
artichokes,fennel,0.2677187720582121
baking soda,unsweetened cocoa powder,0.2621177871259407
okra,oysters,0.2850677051225136
condensed cream of mushroom soup,lasagna noodles,0.26460854803574274
semisweet chocolate,vanilla extract,0.2616121776336658
penne,vodka,0.26730946455747767
cooking spray,fat free milk,0.3106826348815354
clove,garam masala,0.2689368095491013
enchilada sauce,refried beans,0.30801677882770057
garam masala,paneer,0.36336729062463086
bottled clam juice,clams,0.38077422743977984
cornflour,oyster sauce,0.27657010745316946
lamb shoulder,sweet paprika,0.26621059123428653
bamboo shoots,garlic chili sauce,0.26364268972455385
dark soy sauce,sesame oil,0.26226159916530306
feta cheese crumbles,salad dressing,0.2511169590172621
chickpea flour,curry leaves,0.31388807142083575
california bay leaves,spanish chorizo,0.28934391040829177
asafoetida,curds,0.39215743241224194
chopped green chilies,enchilada sauce,0.2667805259575264
pineapple juice,vodka,0.3133223737358229
seaweed,tofu,0.3128990412981837
coriander powder,curds,0.34252969879170403
onion powder,smoked paprika,0.2607924957857018
fresh tarragon,shallots,0.27219892752743086
button mushrooms,pearl onions,0.3090386096233864
coffee,instant espresso powder,0.31877623696928953
blackberries,superfine sugar,0.25744231999840256
poblano chiles,white onion,0.27219237597844265
coconut milk,thai green curry paste,0.28439705605260546
minced garlic,minced ginger,0.27927311587629927
coconut milk,curry paste,0.3354100352407594
cardamom,red chili powder,0.3213572001061603
pepperoni,salami,0.3720760939305086
black peppercorns,coriander seeds,0.3476247681454277
fat free milk,fat free yogurt,0.2586964289710739
granulated sugar,turbinado,0.302694928865166
arugula,radicchio,0.2519295559062503
dressing,romaine lettuce,0.25213444811929053
napa cabbage,shredded carrots,0.2718147872735611
apple cider vinegar,chipotle peppers,0.2630037892911307
anchovy fillets,pitted kalamata olives,0.25618713869534193
chili oil,tamari soy sauce,0.255335959607942
ground turmeric,mustard seeds,0.3547944887556086
coconut,urad dal,0.2938670894629397
amchur,tumeric,0.2561326452588582
mirin,white sesame seeds,0.2651588880875252
almonds,prunes,0.29563248736537473
creole seasoning,hot sauce,0.2534325686464418
shredded mozzarella cheese,shredded parmesan cheese,0.2644366858539893
fresh lemon juice,grated lemon zest,0.2897895434005291
chinese cabbage,wonton wrappers,0.25916145267506635
corn syrup,pecan halves,0.35760407295657365
fenugreek leaves,masala,0.29337952291044733
garam masala,green chilies,0.324792932742788
asian fish sauce,lemongrass,0.2593538785842596
hamburger buns,seasoned rice wine vinegar,0.27227637689961004
chili paste,galangal,0.2904005649657558
hominy,lime wedges,0.25930142394200767
peanuts,thai fish sauce,0.26881092841177595
dried parsley,dried sage,0.2704517690213085
lemongrass,red curry paste,0.26051750168743304
marinade,spices,0.2680200637786922
beansprouts,chili sauce,0.26411892574987145
french bread,jumbo shrimp,0.26072272571755434
bamboo shoots,red curry paste,0.2534918374213724
cake flour,vanilla extract,0.2794045801469396
bamboo shoots,firm tofu,0.31212395125399367
celery ribs,green bell pepper,0.2652811630427454
iceberg lettuce,taco seasoning mix,0.25880136116573754
fenugreek seeds,fresh curry leaves,0.30531220244831175
galangal,thai basil,0.3232073813247872
ground white pepper,shaoxing wine,0.2848784169432375
bittersweet chocolate,large egg yolks,0.292827376073662
dark rum,vanilla ice cream,0.3028744914123013
black-eyed peas,collard greens,0.3357147764826849
snow peas,water chestnuts,0.29948953811626067
pinto beans,taco seasoning mix,0.2825249531128806
light mayonnaise,nonfat yogurt,0.27517197909445534
bay leaf,thyme sprigs,0.25879871140325994
chili oil,ramen noodles,0.34204146164706006
dark soy sauce,rice wine,0.2501065010997015
cardamom pods,cumin seed,0.2822406311862019
dashi,gari,0.2601772446844522
jack cheese,tortilla chips,0.2537089790214465
water chestnuts,wonton wrappers,0.298178242148428
bird chile,fresh mint,0.25029526562063154
black olives,red enchilada sauce,0.2776823145830586
curds,garlic paste,0.34610188509603046
green cardamom,peppercorns,0.3578569064030206
fish sauce,thai chile,0.3292933177747085
eggplant,yellow squash,0.2645537094778737
cachaca,superfine sugar,0.43065635078006126
chickpea flour,serrano chilies,0.2549618097010955
fresh oregano leaves,fresh thyme leaves,0.31632555403938845
curry leaves,garlic paste,0.2860558799767334
parsnips,turnips,0.44842139803415465
mace,mint leaves,0.2954487741578025
coconut milk,fish sauce,0.2770132428193614
red enchilada sauce,"whole kernel corn, drain",0.25476304408858863
cashew nuts,green cardamom pods,0.2502040698337228
cilantro sprigs,jicama,0.2722054662517415
ground cardamom,slivered almonds,0.2623026521209998
saffron threads,sweet paprika,0.2504034635066173
italian seasoning,sweet italian sausage,0.298178242148428
chillies,plain flour,0.26010333995774815
dressing,red cabbage,0.2665956024117219
frozen chopped spinach,phyllo dough,0.3093445564465945
green cardamom pods,tumeric,0.28501069227671677
fennel seeds,mace,0.2718025227982917
clove,green cardamom,0.4189647318840766
beansprouts,roasted peanuts,0.3187133303745647
biscuits,poultry seasoning,0.3063824809262763
chili paste,toasted sesame oil,0.28320419288310916
mint leaves,red chili powder,0.26492675994567816
raspberries,vanilla beans,0.2521971713191069
chopped green chilies,condensed cream of chicken soup,0.3024847557571419
clams,saffron threads,0.2791661325377703
refrigerated piecrusts,vanilla ice cream,0.3068797613523096
haricots verts,small red potato,0.31776773800828717
chunky salsa,mexican cheese blend,0.2601950528956813
picante sauce,pinto beans,0.2571459759675025
dry mustard,grated gruyère cheese,0.2595646633136634
refrigerated piecrusts,salami,0.26027926240704335
haricots verts,turnips,0.26367657852050175
edamame,red cabbage,0.282438037977283
arborio rice,wild mushrooms,0.26394789958120285
chili,salad oil,0.27171544425659194
egg yolks,fresh raspberries,0.25811138081723384
creamy peanut butter,rice paper,0.31383229138496194
orange juice,pineapple juice,0.28315722067532434
caster sugar,sushi rice,0.28921664370449723
baking soda,cake flour,0.2924891234804152
cashew nuts,fenugreek leaves,0.2560408891975203
seedless cucumber,serrano chilies,0.25637312607984253
brown mustard seeds,coconut,0.2528110805290826
semi-sweet chocolate morsels,unsweetened cocoa powder,0.3526799921600172
masa harina,pork loin,0.2525596075934459
prosciutto,provolone cheese,0.2765790800264964
frozen chopped spinach,part-skim ricotta cheese,0.2976547248604554
pineapple juice,rum,0.34479355516555715
edamame,napa cabbage,0.2644031961917158
gari,white sesame seeds,0.2984351777095897
beaten eggs,frozen pastry puff sheets,0.26312540274668017
kidney beans,stewed tomatoes,0.253376807911947
cashew nuts,ginger paste,0.3124900025476233
canned tomatoes,lamb,0.28362023941569364
asian fish sauce,firmly packed brown sugar,0.2642875963242226
dashi,konbu,0.2880917213290676
ground turmeric,masala,0.26574011395631236
refried beans,sour cream,0.292055821563242
oyster sauce,sesame oil,0.3035944480386855
red beans,sweet pepper,0.2535102493784625
canned low sodium chicken broth,cayenne,0.25152698088219283
bourbon whiskey,crushed ice,0.2935974578392717
ancho chile pepper,white onion,0.2898826143334021
cooked chicken,shredded monterey jack cheese,0.27709232552191204
chopped pecans,semi-sweet chocolate morsels,0.2731718860001578
mexican cheese,reduced-fat sour cream,0.2521473036576915
fenugreek leaves,red chili powder,0.377514085286781
guajillo chiles,hominy,0.29182765515905024
picante sauce,shredded cheddar cheese,0.2630604241451513
escarole,mustard greens,0.2763500083642128
apple cider vinegar,chuck roast,0.31985163747225226
dried red chile peppers,fresh curry leaves,0.4487410684827468
bottled clam juice,fennel bulb,0.25056183685749517
cake flour,confectioners sugar,0.3153568989538789
avocado,tortilla chips,0.25817241027094484
celery seed,green cabbage,0.28401452184421444
ancho chile pepper,white hominy,0.309857953717862
soy sauce,toasted sesame oil,0.2593762340767356
